lsa,source_period,file_name,date_str,read_ok,n_timeframes,empty_timeframes_list,n_timeframes_present,n_timeframes_with_detector_data,n_detector_records,first_timestamp,last_timestamp,expected_bins_per_day,coverage_ratio,day_status,max_continuous_bins_with_data,max_continuous_hours_with_data,model_usability
LD-LSA10,historical,2025-05-12.json,2025-05-12,True,96,False,96.0,96.0,3936.0,2025-05-12 00:00:00+02:00,2025-05-12 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-13.json,2025-05-13,True,96,False,96.0,96.0,3936.0,2025-05-13 00:00:00+02:00,2025-05-13 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-14.json,2025-05-14,True,96,False,96.0,96.0,3936.0,2025-05-14 00:00:00+02:00,2025-05-14 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-15.json,2025-05-15,True,96,False,96.0,96.0,3936.0,2025-05-15 00:00:00+02:00,2025-05-15 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-16.json,2025-05-16,True,96,False,96.0,96.0,3936.0,2025-05-16 00:00:00+02:00,2025-05-16 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-17.json,2025-05-17,True,96,False,96.0,96.0,3936.0,2025-05-17 00:00:00+02:00,2025-05-17 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-18.json,2025-05-18,True,96,False,96.0,96.0,3936.0,2025-05-18 00:00:00+02:00,2025-05-18 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-19.json,2025-05-19,True,96,False,96.0,96.0,3936.0,2025-05-19 00:00:00+02:00,2025-05-19 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-20.json,2025-05-20,True,96,False,96.0,96.0,3936.0,2025-05-20 00:00:00+02:00,2025-05-20 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-21.json,2025-05-21,True,96,False,96.0,96.0,3936.0,2025-05-21 00:00:00+02:00,2025-05-21 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-22.json,2025-05-22,True,96,False,96.0,96.0,3936.0,2025-05-22 00:00:00+02:00,2025-05-22 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-23.json,2025-05-23,True,96,False,96.0,96.0,3936.0,2025-05-23 00:00:00+02:00,2025-05-23 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-24.json,2025-05-24,True,96,False,96.0,96.0,3936.0,2025-05-24 00:00:00+02:00,2025-05-24 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-25.json,2025-05-25,True,96,False,96.0,96.0,3936.0,2025-05-25 00:00:00+02:00,2025-05-25 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-26.json,2025-05-26,True,96,False,96.0,96.0,3936.0,2025-05-26 00:00:00+02:00,2025-05-26 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-27.json,2025-05-27,True,96,False,96.0,96.0,3936.0,2025-05-27 00:00:00+02:00,2025-05-27 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-28.json,2025-05-28,True,96,False,96.0,96.0,3936.0,2025-05-28 00:00:00+02:00,2025-05-28 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-29.json,2025-05-29,True,96,False,96.0,96.0,3936.0,2025-05-29 00:00:00+02:00,2025-05-29 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-30.json,2025-05-30,True,96,False,96.0,96.0,3936.0,2025-05-30 00:00:00+02:00,2025-05-30 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-05-31.json,2025-05-31,True,96,False,96.0,96.0,3936.0,2025-05-31 00:00:00+02:00,2025-05-31 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-01.json,2025-06-01,True,96,False,96.0,96.0,3936.0,2025-06-01 00:00:00+02:00,2025-06-01 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-02.json,2025-06-02,True,96,False,96.0,96.0,3936.0,2025-06-02 00:00:00+02:00,2025-06-02 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-03.json,2025-06-03,True,96,False,96.0,96.0,3936.0,2025-06-03 00:00:00+02:00,2025-06-03 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-04.json,2025-06-04,True,95,False,95.0,95.0,3895.0,2025-06-04 00:00:00+02:00,2025-06-04 23:45:00+02:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,historical,2025-06-05.json,2025-06-05,True,96,False,96.0,96.0,3936.0,2025-06-05 00:00:00+02:00,2025-06-05 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-06.json,2025-06-06,True,96,False,96.0,96.0,3936.0,2025-06-06 00:00:00+02:00,2025-06-06 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-07.json,2025-06-07,True,96,False,96.0,96.0,3936.0,2025-06-07 00:00:00+02:00,2025-06-07 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-08.json,2025-06-08,True,96,False,96.0,96.0,3936.0,2025-06-08 00:00:00+02:00,2025-06-08 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-09.json,2025-06-09,True,96,False,96.0,96.0,3936.0,2025-06-09 00:00:00+02:00,2025-06-09 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-10.json,2025-06-10,True,96,False,96.0,96.0,3936.0,2025-06-10 00:00:00+02:00,2025-06-10 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-11.json,2025-06-11,True,96,False,96.0,96.0,3936.0,2025-06-11 00:00:00+02:00,2025-06-11 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-12.json,2025-06-12,True,96,False,96.0,96.0,3936.0,2025-06-12 00:00:00+02:00,2025-06-12 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-13.json,2025-06-13,True,96,False,96.0,96.0,3936.0,2025-06-13 00:00:00+02:00,2025-06-13 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-14.json,2025-06-14,True,96,False,96.0,96.0,3936.0,2025-06-14 00:00:00+02:00,2025-06-14 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-15.json,2025-06-15,True,96,False,96.0,96.0,3936.0,2025-06-15 00:00:00+02:00,2025-06-15 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-16.json,2025-06-16,True,96,False,96.0,96.0,3936.0,2025-06-16 00:00:00+02:00,2025-06-16 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-17.json,2025-06-17,True,96,False,96.0,96.0,3936.0,2025-06-17 00:00:00+02:00,2025-06-17 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-18.json,2025-06-18,True,96,False,96.0,96.0,3936.0,2025-06-18 00:00:00+02:00,2025-06-18 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-19.json,2025-06-19,True,96,False,96.0,96.0,3936.0,2025-06-19 00:00:00+02:00,2025-06-19 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-20.json,2025-06-20,True,96,False,96.0,96.0,3936.0,2025-06-20 00:00:00+02:00,2025-06-20 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-21.json,2025-06-21,True,96,False,96.0,96.0,3936.0,2025-06-21 00:00:00+02:00,2025-06-21 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-22.json,2025-06-22,True,96,False,96.0,96.0,3936.0,2025-06-22 00:00:00+02:00,2025-06-22 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-23.json,2025-06-23,True,96,False,96.0,96.0,3936.0,2025-06-23 00:00:00+02:00,2025-06-23 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,historical,2025-06-24.json,2025-06-24,True,40,False,48.0,48.0,1968.0,2025-06-24 00:00:00+02:00,2025-06-24 11:45:00+02:00,96,0.5,partial_day,48.0,12.0,usable_partial
LD-LSA10,recent,2026-03-01.json,2026-03-01,True,95,False,91.0,91.0,3731.0,2026-03-01 01:15:00+01:00,2026-03-01 23:45:00+01:00,96,0.9479166666666666,partial_day,91.0,22.75,usable_partial
LD-LSA10,recent,2026-03-02.json,2026-03-02,True,95,False,95.0,95.0,3895.0,2026-03-02 00:00:00+01:00,2026-03-02 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-03.json,2026-03-03,True,95,False,95.0,95.0,3895.0,2026-03-03 00:00:00+01:00,2026-03-03 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-04.json,2026-03-04,True,95,False,95.0,95.0,3895.0,2026-03-04 00:00:00+01:00,2026-03-04 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-05.json,2026-03-05,True,95,False,95.0,95.0,3895.0,2026-03-05 00:00:00+01:00,2026-03-05 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-06.json,2026-03-06,True,95,False,95.0,95.0,3895.0,2026-03-06 00:00:00+01:00,2026-03-06 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-07.json,2026-03-07,True,95,False,95.0,95.0,3895.0,2026-03-07 00:00:00+01:00,2026-03-07 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-08.json,2026-03-08,True,95,False,95.0,95.0,3895.0,2026-03-08 00:00:00+01:00,2026-03-08 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-09.json,2026-03-09,True,95,False,95.0,95.0,3895.0,2026-03-09 00:00:00+01:00,2026-03-09 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-10.json,2026-03-10,True,95,False,95.0,95.0,3895.0,2026-03-10 00:00:00+01:00,2026-03-10 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-11.json,2026-03-11,True,95,False,95.0,95.0,3895.0,2026-03-11 00:00:00+01:00,2026-03-11 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-12.json,2026-03-12,True,95,False,95.0,95.0,3895.0,2026-03-12 00:00:00+01:00,2026-03-12 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-13.json,2026-03-13,True,95,False,95.0,95.0,3895.0,2026-03-13 00:00:00+01:00,2026-03-13 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-14.json,2026-03-14,True,95,False,95.0,95.0,3895.0,2026-03-14 00:00:00+01:00,2026-03-14 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-15.json,2026-03-15,True,95,False,95.0,95.0,3895.0,2026-03-15 00:00:00+01:00,2026-03-15 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-16.json,2026-03-16,True,95,False,95.0,95.0,3895.0,2026-03-16 00:00:00+01:00,2026-03-16 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-17.json,2026-03-17,True,95,False,95.0,95.0,3895.0,2026-03-17 00:00:00+01:00,2026-03-17 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-18.json,2026-03-18,True,95,False,95.0,95.0,3895.0,2026-03-18 00:00:00+01:00,2026-03-18 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-19.json,2026-03-19,True,95,False,95.0,95.0,3895.0,2026-03-19 00:00:00+01:00,2026-03-19 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-20.json,2026-03-20,True,95,False,95.0,95.0,3895.0,2026-03-20 00:00:00+01:00,2026-03-20 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-21.json,2026-03-21,True,95,False,95.0,95.0,3895.0,2026-03-21 00:00:00+01:00,2026-03-21 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-22.json,2026-03-22,True,95,False,95.0,95.0,3895.0,2026-03-22 00:00:00+01:00,2026-03-22 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-23.json,2026-03-23,True,95,False,95.0,95.0,3895.0,2026-03-23 00:00:00+01:00,2026-03-23 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-24.json,2026-03-24,True,95,False,95.0,95.0,3895.0,2026-03-24 00:00:00+01:00,2026-03-24 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-25.json,2026-03-25,True,95,False,95.0,95.0,3895.0,2026-03-25 00:00:00+01:00,2026-03-25 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-26.json,2026-03-26,True,95,False,95.0,93.0,3813.0,2026-03-26 00:00:00+01:00,2026-03-26 23:45:00+01:00,96,0.96875,partial_day,51.0,12.75,usable_partial
LD-LSA10,recent,2026-03-27.json,2026-03-27,True,95,False,95.0,95.0,3895.0,2026-03-27 00:00:00+01:00,2026-03-27 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-28.json,2026-03-28,True,95,False,95.0,95.0,3895.0,2026-03-28 00:00:00+01:00,2026-03-28 23:45:00+01:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-29.json,2026-03-29,True,95,False,91.0,91.0,3731.0,2026-03-29 00:00:00+01:00,2026-03-29 23:45:00+02:00,96,0.9479166666666666,partial_day,91.0,22.75,usable_partial
LD-LSA10,recent,2026-03-30.json,2026-03-30,True,95,False,95.0,95.0,3895.0,2026-03-30 00:00:00+02:00,2026-03-30 23:45:00+02:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-03-31.json,2026-03-31,True,95,False,95.0,95.0,3895.0,2026-03-31 00:00:00+02:00,2026-03-31 23:45:00+02:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-04-01_0000.json,2026-04-01,True,96,False,95.0,95.0,3895.0,2026-04-01 00:00:00+02:00,2026-04-01 23:45:00+02:00,96,0.9895833333333334,partial_day,95.0,23.75,usable_partial
LD-LSA10,recent,2026-04-02_0000.json,2026-04-02,True,96,False,96.0,94.0,3854.0,2026-04-02 00:00:00+02:00,2026-04-02 23:45:00+02:00,96,0.9791666666666666,partial_day,72.0,18.0,usable_partial
LD-LSA10,recent,2026-04-03_0000.json,2026-04-03,True,96,False,96.0,96.0,3936.0,2026-04-03 00:00:00+02:00,2026-04-03 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,recent,2026-04-04_0000.json,2026-04-04,True,96,False,96.0,96.0,3936.0,2026-04-04 00:00:00+02:00,2026-04-04 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,recent,2026-04-05_0000.json,2026-04-05,True,96,False,96.0,96.0,3936.0,2026-04-05 00:00:00+02:00,2026-04-05 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,recent,2026-04-06_0000.json,2026-04-06,True,96,False,96.0,96.0,3936.0,2026-04-06 00:00:00+02:00,2026-04-06 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,recent,2026-04-07_0000.json,2026-04-07,True,96,False,96.0,96.0,3936.0,2026-04-07 00:00:00+02:00,2026-04-07 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,recent,2026-04-08_0000.json,2026-04-08,True,96,False,96.0,96.0,3936.0,2026-04-08 00:00:00+02:00,2026-04-08 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,recent,2026-04-09_0000.json,2026-04-09,True,96,False,96.0,96.0,3936.0,2026-04-09 00:00:00+02:00,2026-04-09 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,recent,2026-04-10_0000.json,2026-04-10,True,96,False,96.0,96.0,3936.0,2026-04-10 00:00:00+02:00,2026-04-10 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,recent,2026-04-11_0000.json,2026-04-11,True,96,False,96.0,96.0,3936.0,2026-04-11 00:00:00+02:00,2026-04-11 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,recent,2026-04-12_0000.json,2026-04-12,True,96,False,96.0,96.0,3936.0,2026-04-12 00:00:00+02:00,2026-04-12 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,recent,2026-04-13_0000.json,2026-04-13,True,96,False,96.0,96.0,3936.0,2026-04-13 00:00:00+02:00,2026-04-13 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,recent,2026-04-14_0000.json,2026-04-14,True,96,False,96.0,96.0,3936.0,2026-04-14 00:00:00+02:00,2026-04-14 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,recent,2026-04-15_0000.json,2026-04-15,True,96,False,96.0,96.0,3936.0,2026-04-15 00:00:00+02:00,2026-04-15 23:45:00+02:00,96,1.0,full_day,96.0,24.0,usable
LD-LSA10,recent,2026-04-16_0000.json,2026-04-16,True,95,False,96.0,36.0,1476.0,2026-04-16 00:00:00+02:00,2026-04-16 23:45:00+02:00,96,0.375,partial_day,36.0,9.0,usable_partial
