scenario,lsa,approach,signal_group,analysis_begin_s,analysis_end_s,bin_no,bin_label,sim_count_15min,sim_flow_mean,sim_occupancy_mean,n_detectors_used,sim_count_hourly_equivalent
weekday_morning,LSA9,west,K1,900.0,1800.0,2,15-30,155.0,310.0,41.325,2,620.0
weekday_morning,LSA9,west,K1,1800.0,2700.0,3,30-45,128.0,250.0,26.055,2,512.0
weekday_morning,LSA9,west,K1,2700.0,3600.0,4,45-60,130.0,256.0,31.385,2,520.0
weekend_evening,LSA1,east,K4,0.0,900.0,1,00-15,102.0,202.0,36.165,2,408.0
weekend_evening,LSA1,east,K4,900.0,1800.0,2,15-30,93.0,190.0,30.17,2,372.0
weekend_evening,LSA1,east,K4,1800.0,2700.0,3,30-45,92.0,174.0,31.48,2,368.0
weekend_evening,LSA1,east,K4,2700.0,3600.0,4,45-60,105.0,214.0,28.605,2,420.0
weekend_evening,LSA1,east,K5,0.0,900.0,1,00-15,30.0,120.0,7.37,1,120.0
weekend_evening,LSA1,east,K5,900.0,1800.0,2,15-30,20.0,80.0,1.35,1,80.0
weekend_evening,LSA1,east,K5,1800.0,2700.0,3,30-45,29.0,116.0,1.75,1,116.0
weekend_evening,LSA1,east,K5,2700.0,3600.0,4,45-60,30.0,120.0,23.67,1,120.0
weekend_evening,LSA1,east,K6,0.0,900.0,1,00-15,42.0,168.0,6.76,1,168.0
weekend_evening,LSA1,east,K6,900.0,1800.0,2,15-30,35.0,140.0,5.72,1,140.0
weekend_evening,LSA1,east,K6,1800.0,2700.0,3,30-45,33.0,132.0,6.33,1,132.0
weekend_evening,LSA1,east,K6,2700.0,3600.0,4,45-60,46.0,184.0,10.63,1,184.0
weekend_evening,LSA1,north,K7,0.0,900.0,1,00-15,69.0,138.0,33.95,2,276.0
weekend_evening,LSA1,north,K7,900.0,1800.0,2,15-30,51.0,102.0,33.585,2,204.0
weekend_evening,LSA1,north,K7,1800.0,2700.0,3,30-45,52.0,106.0,35.785,2,208.0
weekend_evening,LSA1,north,K7,2700.0,3600.0,4,45-60,50.0,100.0,31.825,2,200.0
weekend_evening,LSA1,north,K8,0.0,900.0,1,00-15,37.0,148.0,25.49,1,148.0
weekend_evening,LSA1,north,K8,900.0,1800.0,2,15-30,32.0,128.0,29.69,1,128.0
weekend_evening,LSA1,north,K8,1800.0,2700.0,3,30-45,37.0,148.0,29.5,1,148.0
weekend_evening,LSA1,north,K8,2700.0,3600.0,4,45-60,38.0,152.0,32.5,1,152.0
weekend_evening,LSA1,south,K3,0.0,900.0,1,00-15,0.0,0.0,0.0,1,0.0
weekend_evening,LSA1,south,K3,900.0,1800.0,2,15-30,0.0,0.0,0.0,1,0.0
weekend_evening,LSA1,south,K3,1800.0,2700.0,3,30-45,0.0,0.0,0.0,1,0.0
weekend_evening,LSA1,south,K3,2700.0,3600.0,4,45-60,0.0,0.0,0.0,1,0.0
weekend_evening,LSA1,west,K1,0.0,900.0,1,00-15,44.0,176.0,87.86,1,176.0
weekend_evening,LSA1,west,K1,900.0,1800.0,2,15-30,47.0,188.0,76.29,1,188.0
weekend_evening,LSA1,west,K1,1800.0,2700.0,3,30-45,46.0,180.0,83.32,1,184.0
weekend_evening,LSA1,west,K1,2700.0,3600.0,4,45-60,31.0,128.0,56.94,1,124.0
weekend_evening,LSA1,west,K2,0.0,900.0,1,00-15,90.0,360.0,48.57,1,360.0
weekend_evening,LSA1,west,K2,900.0,1800.0,2,15-30,102.0,408.0,49.4,1,408.0
weekend_evening,LSA1,west,K2,1800.0,2700.0,3,30-45,101.0,404.0,49.13,1,404.0
weekend_evening,LSA1,west,K2,2700.0,3600.0,4,45-60,98.0,392.0,43.48,1,392.0
weekend_evening,LSA10,east,K4,0.0,900.0,1,00-15,95.0,186.0,9.86,2,380.0
weekend_evening,LSA10,east,K4,900.0,1800.0,2,15-30,98.0,194.0,8.52,2,392.0
weekend_evening,LSA10,east,K4,1800.0,2700.0,3,30-45,100.0,198.0,4.225,2,400.0
weekend_evening,LSA10,east,K4,2700.0,3600.0,4,45-60,95.0,190.0,6.34,2,380.0
weekend_evening,LSA10,north_east,K3,0.0,900.0,1,00-15,5.0,20.0,0.51,1,20.0
weekend_evening,LSA10,north_east,K3,900.0,1800.0,2,15-30,5.0,20.0,0.39,1,20.0
weekend_evening,LSA10,north_east,K3,1800.0,2700.0,3,30-45,6.0,24.0,4.6,1,24.0
weekend_evening,LSA10,north_east,K3,2700.0,3600.0,4,45-60,8.0,32.0,10.22,1,32.0
weekend_evening,LSA10,north_west,K2,0.0,900.0,1,00-15,17.0,34.0,9.89,2,68.0
weekend_evening,LSA10,north_west,K2,900.0,1800.0,2,15-30,20.0,40.0,6.905,2,80.0
weekend_evening,LSA10,north_west,K2,1800.0,2700.0,3,30-45,28.0,56.0,14.254999999999999,2,112.0
weekend_evening,LSA10,north_west,K2,2700.0,3600.0,4,45-60,18.0,36.0,2.885,2,72.0
weekend_evening,LSA10,south,K5,0.0,900.0,1,00-15,10.0,40.0,13.33,1,40.0
weekend_evening,LSA10,south,K5,900.0,1800.0,2,15-30,14.0,56.0,5.45,1,56.0
weekend_evening,LSA10,south,K5,1800.0,2700.0,3,30-45,12.0,44.0,17.47,1,48.0
weekend_evening,LSA10,south,K5,2700.0,3600.0,4,45-60,13.0,56.0,10.81,1,52.0
weekend_evening,LSA10,west,K1,0.0,900.0,1,00-15,97.0,388.0,10.9,1,388.0
weekend_evening,LSA10,west,K1,900.0,1800.0,2,15-30,113.0,452.0,41.26,1,452.0
weekend_evening,LSA10,west,K1,1800.0,2700.0,3,30-45,108.0,432.0,13.63,1,432.0
weekend_evening,LSA10,west,K1,2700.0,3600.0,4,45-60,77.0,308.0,9.64,1,308.0
weekend_evening,LSA16,east,K4,0.0,900.0,1,00-15,95.0,190.0,16.455,2,380.0
weekend_evening,LSA16,east,K4,900.0,1800.0,2,15-30,89.0,178.0,2.395,2,356.0
weekend_evening,LSA16,east,K4,1800.0,2700.0,3,30-45,88.0,176.0,7.055,2,352.0
weekend_evening,LSA16,east,K4,2700.0,3600.0,4,45-60,92.0,184.0,9.72,2,368.0
weekend_evening,LSA16,north,K3,0.0,900.0,1,00-15,36.0,72.0,0.78,2,144.0
weekend_evening,LSA16,north,K3,900.0,1800.0,2,15-30,45.0,90.0,0.9950000000000001,2,180.0
weekend_evening,LSA16,north,K3,1800.0,2700.0,3,30-45,46.0,92.0,1.61,2,184.0
weekend_evening,LSA16,north,K3,2700.0,3600.0,4,45-60,50.0,100.0,2.765,2,200.0
weekend_evening,LSA16,south,K1,0.0,900.0,1,00-15,85.0,113.33333333333333,7.053333333333332,3,340.0
weekend_evening,LSA16,south,K1,900.0,1800.0,2,15-30,97.0,129.33333333333334,7.696666666666666,3,388.0
weekend_evening,LSA16,south,K1,1800.0,2700.0,3,30-45,77.0,102.66666666666667,5.84,3,308.0
weekend_evening,LSA16,south,K1,2700.0,3600.0,4,45-60,70.0,93.33333333333333,4.14,3,280.0
weekend_evening,LSA16,west,K2,0.0,900.0,1,00-15,55.0,108.0,33.975,2,220.0
weekend_evening,LSA16,west,K2,900.0,1800.0,2,15-30,80.0,162.0,41.97,2,320.0
weekend_evening,LSA16,west,K2,1800.0,2700.0,3,30-45,70.0,138.0,36.144999999999996,2,280.0
weekend_evening,LSA16,west,K2,2700.0,3600.0,4,45-60,64.0,128.0,39.07,2,256.0
weekend_evening,LSA9,east,K3,0.0,900.0,1,00-15,135.0,268.0,7.0,2,540.0
weekend_evening,LSA9,east,K3,900.0,1800.0,2,15-30,125.0,246.0,5.944999999999999,2,500.0
weekend_evening,LSA9,east,K3,1800.0,2700.0,3,30-45,119.0,232.0,6.6000000000000005,2,476.0
weekend_evening,LSA9,east,K3,2700.0,3600.0,4,45-60,143.0,278.0,9.085,2,572.0
weekend_evening,LSA9,north_west,K2,0.0,900.0,1,00-15,23.0,46.0,22.340000000000003,2,92.0
weekend_evening,LSA9,north_west,K2,900.0,1800.0,2,15-30,24.0,44.0,28.615000000000002,2,96.0
weekend_evening,LSA9,north_west,K2,1800.0,2700.0,3,30-45,29.0,56.0,32.22,2,116.0
weekend_evening,LSA9,north_west,K2,2700.0,3600.0,4,45-60,20.0,38.0,24.23,2,80.0
weekend_evening,LSA9,south,K4,0.0,900.0,1,00-15,8.0,32.0,44.33,1,32.0
weekend_evening,LSA9,south,K4,900.0,1800.0,2,15-30,7.0,24.0,41.77,1,28.0
weekend_evening,LSA9,south,K4,1800.0,2700.0,3,30-45,5.0,24.0,44.2,1,20.0
weekend_evening,LSA9,south,K4,2700.0,3600.0,4,45-60,4.0,16.0,15.36,1,16.0
weekend_evening,LSA9,west,K1,0.0,900.0,1,00-15,137.0,270.0,45.870000000000005,2,548.0
weekend_evening,LSA9,west,K1,900.0,1800.0,2,15-30,163.0,320.0,39.730000000000004,2,652.0
weekend_evening,LSA9,west,K1,1800.0,2700.0,3,30-45,168.0,330.0,44.065,2,672.0
weekend_evening,LSA9,west,K1,2700.0,3600.0,4,45-60,130.0,260.0,27.48,2,520.0
weekend_morning,LSA1,east,K4,0.0,900.0,1,00-15,66.0,128.0,32.925,2,264.0
weekend_morning,LSA1,east,K4,900.0,1800.0,2,15-30,68.0,136.0,30.75,2,272.0
weekend_morning,LSA1,east,K4,1800.0,2700.0,3,30-45,77.0,150.0,31.71,2,308.0
weekend_morning,LSA1,east,K4,2700.0,3600.0,4,45-60,65.0,134.0,33.68,2,260.0
weekend_morning,LSA1,east,K5,0.0,900.0,1,00-15,22.0,84.0,17.78,1,88.0
weekend_morning,LSA1,east,K5,900.0,1800.0,2,15-30,11.0,48.0,18.77,1,44.0
weekend_morning,LSA1,east,K5,1800.0,2700.0,3,30-45,15.0,60.0,0.76,1,60.0
weekend_morning,LSA1,east,K5,2700.0,3600.0,4,45-60,21.0,80.0,18.72,1,84.0
weekend_morning,LSA1,east,K6,0.0,900.0,1,00-15,53.0,212.0,6.16,1,212.0
weekend_morning,LSA1,east,K6,900.0,1800.0,2,15-30,58.0,232.0,8.32,1,232.0
weekend_morning,LSA1,east,K6,1800.0,2700.0,3,30-45,46.0,184.0,7.59,1,184.0
weekend_morning,LSA1,east,K6,2700.0,3600.0,4,45-60,54.0,216.0,8.01,1,216.0
weekend_morning,LSA1,north,K7,0.0,900.0,1,00-15,59.0,118.0,27.72,2,236.0
weekend_morning,LSA1,north,K7,900.0,1800.0,2,15-30,54.0,108.0,31.159999999999997,2,216.0
weekend_morning,LSA1,north,K7,1800.0,2700.0,3,30-45,49.0,98.0,21.13,2,196.0
weekend_morning,LSA1,north,K7,2700.0,3600.0,4,45-60,50.0,102.0,27.355,2,200.0
weekend_morning,LSA1,north,K8,0.0,900.0,1,00-15,37.0,148.0,25.78,1,148.0
weekend_morning,LSA1,north,K8,900.0,1800.0,2,15-30,34.0,136.0,22.73,1,136.0
weekend_morning,LSA1,north,K8,1800.0,2700.0,3,30-45,31.0,124.0,26.94,1,124.0
weekend_morning,LSA1,north,K8,2700.0,3600.0,4,45-60,34.0,136.0,29.73,1,136.0
weekend_morning,LSA1,south,K3,0.0,900.0,1,00-15,0.0,0.0,0.0,1,0.0
weekend_morning,LSA1,south,K3,900.0,1800.0,2,15-30,0.0,0.0,0.0,1,0.0
weekend_morning,LSA1,south,K3,1800.0,2700.0,3,30-45,0.0,0.0,0.0,1,0.0
weekend_morning,LSA1,south,K3,2700.0,3600.0,4,45-60,0.0,0.0,0.0,1,0.0
weekend_morning,LSA1,west,K1,0.0,900.0,1,00-15,24.0,96.0,95.87,1,96.0
weekend_morning,LSA1,west,K1,900.0,1800.0,2,15-30,24.0,96.0,96.15,1,96.0
weekend_morning,LSA1,west,K1,1800.0,2700.0,3,30-45,22.0,88.0,96.51,1,88.0
weekend_morning,LSA1,west,K1,2700.0,3600.0,4,45-60,22.0,88.0,96.54,1,88.0
weekend_morning,LSA1,west,K2,0.0,900.0,1,00-15,83.0,332.0,51.63,1,332.0
weekend_morning,LSA1,west,K2,900.0,1800.0,2,15-30,70.0,276.0,32.0,1,280.0
weekend_morning,LSA1,west,K2,1800.0,2700.0,3,30-45,98.0,372.0,31.65,1,392.0
weekend_morning,LSA1,west,K2,2700.0,3600.0,4,45-60,83.0,320.0,34.57,1,332.0
weekend_morning,LSA10,east,K4,0.0,900.0,1,00-15,84.0,166.0,5.425,2,336.0
weekend_morning,LSA10,east,K4,900.0,1800.0,2,15-30,87.0,170.0,6.87,2,348.0
weekend_morning,LSA10,east,K4,1800.0,2700.0,3,30-45,75.0,146.0,3.3200000000000003,2,300.0
weekend_morning,LSA10,east,K4,2700.0,3600.0,4,45-60,74.0,148.0,6.3549999999999995,2,296.0
weekend_morning,LSA10,north_east,K3,0.0,900.0,1,00-15,11.0,44.0,14.78,1,44.0
weekend_morning,LSA10,north_east,K3,900.0,1800.0,2,15-30,10.0,40.0,2.56,1,40.0
weekend_morning,LSA10,north_east,K3,1800.0,2700.0,3,30-45,5.0,20.0,0.42,1,20.0
weekend_morning,LSA10,north_east,K3,2700.0,3600.0,4,45-60,4.0,16.0,0.36,1,16.0
weekend_morning,LSA10,north_west,K2,0.0,900.0,1,00-15,25.0,50.0,9.525,2,100.0
weekend_morning,LSA10,north_west,K2,900.0,1800.0,2,15-30,20.0,40.0,13.139999999999999,2,80.0
weekend_morning,LSA10,north_west,K2,1800.0,2700.0,3,30-45,11.0,22.0,3.57,2,44.0
weekend_morning,LSA10,north_west,K2,2700.0,3600.0,4,45-60,15.0,30.0,5.105,2,60.0
weekend_morning,LSA10,south,K5,0.0,900.0,1,00-15,11.0,44.0,9.09,1,44.0
weekend_morning,LSA10,south,K5,900.0,1800.0,2,15-30,12.0,48.0,9.17,1,48.0
weekend_morning,LSA10,south,K5,1800.0,2700.0,3,30-45,14.0,56.0,14.83,1,56.0
weekend_morning,LSA10,south,K5,2700.0,3600.0,4,45-60,11.0,44.0,11.75,1,44.0
weekend_morning,LSA10,west,K1,0.0,900.0,1,00-15,79.0,316.0,13.97,1,316.0
weekend_morning,LSA10,west,K1,900.0,1800.0,2,15-30,69.0,272.0,7.67,1,276.0
weekend_morning,LSA10,west,K1,1800.0,2700.0,3,30-45,72.0,292.0,12.27,1,288.0
weekend_morning,LSA10,west,K1,2700.0,3600.0,4,45-60,82.0,328.0,12.62,1,328.0
weekend_morning,LSA16,east,K4,0.0,900.0,1,00-15,72.0,144.0,7.174999999999999,2,288.0
weekend_morning,LSA16,east,K4,900.0,1800.0,2,15-30,71.0,142.0,6.535,2,284.0
weekend_morning,LSA16,east,K4,1800.0,2700.0,3,30-45,55.0,110.0,2.15,2,220.0
weekend_morning,LSA16,east,K4,2700.0,3600.0,4,45-60,59.0,118.0,1.58,2,236.0
weekend_morning,LSA16,north,K3,0.0,900.0,1,00-15,28.0,56.0,0.58,2,112.0
weekend_morning,LSA16,north,K3,900.0,1800.0,2,15-30,29.0,58.0,0.635,2,116.0
weekend_morning,LSA16,north,K3,1800.0,2700.0,3,30-45,42.0,84.0,0.88,2,168.0
weekend_morning,LSA16,north,K3,2700.0,3600.0,4,45-60,35.0,70.0,0.815,2,140.0
weekend_morning,LSA16,south,K1,0.0,900.0,1,00-15,87.0,116.0,5.926666666666666,3,348.0
weekend_morning,LSA16,south,K1,900.0,1800.0,2,15-30,68.0,90.66666666666667,5.14,3,272.0
weekend_morning,LSA16,south,K1,1800.0,2700.0,3,30-45,78.0,104.0,3.9666666666666663,3,312.0
weekend_morning,LSA16,south,K1,2700.0,3600.0,4,45-60,75.0,100.0,2.9766666666666666,3,300.0
weekend_morning,LSA16,west,K2,0.0,900.0,1,00-15,56.0,110.0,35.92,2,224.0
weekend_morning,LSA16,west,K2,900.0,1800.0,2,15-30,45.0,92.0,32.245000000000005,2,180.0
weekend_morning,LSA16,west,K2,1800.0,2700.0,3,30-45,48.0,92.0,36.285,2,192.0
weekend_morning,LSA16,west,K2,2700.0,3600.0,4,45-60,56.0,116.0,31.245,2,224.0
weekend_morning,LSA9,east,K3,0.0,900.0,1,00-15,96.0,192.0,3.915,2,384.0
weekend_morning,LSA9,east,K3,900.0,1800.0,2,15-30,95.0,184.0,5.035,2,380.0
weekend_morning,LSA9,east,K3,1800.0,2700.0,3,30-45,103.0,198.0,8.02,2,412.0
weekend_morning,LSA9,east,K3,2700.0,3600.0,4,45-60,93.0,184.0,3.44,2,372.0
weekend_morning,LSA9,north_west,K2,0.0,900.0,1,00-15,18.0,32.0,17.4,2,72.0
weekend_morning,LSA9,north_west,K2,900.0,1800.0,2,15-30,26.0,52.0,22.615000000000002,2,104.0
weekend_morning,LSA9,north_west,K2,1800.0,2700.0,3,30-45,30.0,56.0,43.575,2,120.0
weekend_morning,LSA9,north_west,K2,2700.0,3600.0,4,45-60,22.0,38.0,22.32,2,88.0
weekend_morning,LSA9,south,K4,0.0,900.0,1,00-15,0.0,0.0,0.0,1,0.0
weekend_morning,LSA9,south,K4,900.0,1800.0,2,15-30,1.0,0.0,33.66,1,4.0
weekend_morning,LSA9,south,K4,1800.0,2700.0,3,30-45,3.0,0.0,81.75,1,12.0
weekend_morning,LSA9,south,K4,2700.0,3600.0,4,45-60,0.0,0.0,19.22,1,0.0
weekend_morning,LSA9,west,K1,0.0,900.0,1,00-15,119.0,234.0,30.08,2,476.0
weekend_morning,LSA9,west,K1,900.0,1800.0,2,15-30,109.0,214.0,20.175,2,436.0
weekend_morning,LSA9,west,K1,1800.0,2700.0,3,30-45,107.0,212.0,22.975,2,428.0
weekend_morning,LSA9,west,K1,2700.0,3600.0,4,45-60,90.0,174.0,49.504999999999995,2,360.0
